TYPEG;VARIANCE;NB_OBJ;NB_SRC;NB_FL;NB_FU;NBF;TRUST;SF;OF;TRUTH;INTERVAL:30-34/35-39/40-44/45-49/50-54/55-59/60-64/65-69/70-74/75-79/;PRP_55-55_AGENDAG_10_distrib
cpr;100;10;10;2;2;20;33;0,2,5,6,8,11,12,14,16,18-0,2,5,7,9,11,13,15,16,18-0,3,5,6,9,11,13,14,17,19-0,2,5,6,9,11,13,14,16,19-1,3,5,7,8,11,13,14,17,19-0,2,5,7,8,11,12,14,16,19-0,2,4,6,9,11,13,14,16,18-0,3,5,6,9,11,12,14,16,18-1,3,4,6,8,11,13,14,16,19-1,3,5,7,8,11,12,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-7-9-10-13-15-17-18;;470/prop4331
cpr;100;10;10;2;2;20;31;1,3,5,7,9,10,12,14,16,18-1,2,4,7,9,10,13,15,17,18-1,2,4,7,9,11,13,15,17,18-1,2,4,7,9,11,12,15,17,18-0,3,5,7,9,10,13,15,17,19-1,2,5,7,8,10,12,15,17,18-1,2,4,7,8,10,13,15,17,19-1,2,4,7,9,11,13,15,16,18-0,3,5,6,8,10,12,14,16,18-1,2,4,6,9,11,13,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-6-8-11-13-14-16-19;;470/prop4455
cpr;100;10;10;2;2;20;33;0,2,5,7,8,10,13,14,16,19-0,3,4,6,9,10,13,14,16,19-0,3,4,6,8,11,13,14,16,18-0,3,4,7,8,10,12,14,16,18-1,2,5,7,9,11,13,14,16,19-1,3,5,7,8,11,12,15,16,18-1,2,4,7,8,10,13,15,16,19-1,3,4,7,8,11,12,14,16,19-1,3,4,7,8,10,12,15,16,19-1,2,5,7,8,10,12,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-6-9-11-13-15-17-18;;470/prop4529
cpr;100;10;10;2;2;20;34;1,2,4,6,8,10,13,15,16,18-0,3,4,7,8,10,13,14,17,19-0,2,4,6,9,10,13,15,17,19-0,2,5,7,8,10,12,14,16,18-0,3,5,7,8,10,12,15,17,19-1,2,4,7,8,10,12,14,17,19-0,2,4,6,9,11,13,14,17,19-0,3,4,6,9,10,13,15,17,19-0,3,5,7,8,10,13,14,17,19-0,3,4,6,9,11,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-9-11-12-15-16-18;;470/prop4803
cpr;100;10;10;2;2;20;30;0,3,4,6,8,10,12,14,17,18-0,2,4,6,8,10,13,14,17,19-0,2,4,7,8,10,12,15,17,18-1,2,4,6,8,10,12,15,17,18-0,3,4,7,9,11,13,14,17,18-1,3,5,7,8,10,13,15,16,18-0,3,4,7,8,10,12,14,16,19-0,2,4,6,8,10,12,14,17,18-0,3,4,6,8,11,13,15,16,18-0,2,5,6,8,10,13,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-9-11-13-15-16-19;;470/prop4847
cpr;100;10;10;2;2;20;31;0,3,4,7,8,11,13,15,17,18-1,3,5,7,9,11,13,14,16,19-1,3,5,7,8,10,13,14,17,18-1,3,5,7,9,10,13,15,17,19-1,2,5,7,8,10,12,14,17,18-0,2,5,6,8,10,12,15,17,18-0,2,4,7,8,10,12,15,17,18-0,2,5,6,8,10,12,14,17,18-1,3,5,7,8,10,13,14,17,18-1,2,4,7,9,10,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-6-9-11-12-15-16-19;;470/prop4993
cpr;100;10;10;2;2;20;33;0,3,5,6,9,10,12,14,17,18-0,3,5,6,9,11,13,14,16,18-1,2,4,6,9,10,13,14,16,18-0,2,4,7,9,10,12,14,17,19-0,3,4,6,8,10,12,15,16,19-0,2,5,7,9,10,13,14,16,18-0,3,5,6,9,10,13,14,16,19-1,2,5,7,9,10,13,14,16,19-0,3,5,7,9,11,13,14,17,19-1,2,4,7,9,10,12,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-4-7-8-11-12-15-17-18;;470/prop5098
cpr;100;10;10;2;2;20;30;0,3,4,6,8,11,12,15,17,18-1,2,4,6,8,11,12,15,17,19-0,3,4,6,9,10,12,15,17,18-0,2,5,6,8,10,13,15,17,18-1,3,5,6,8,11,12,15,16,19-1,3,5,7,8,11,12,15,16,18-0,2,4,6,8,11,13,15,16,18-1,3,4,6,8,11,12,14,17,19-0,2,4,6,9,11,12,15,17,19-1,3,4,6,8,11,12,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-9-10-13-14-16-19;;470/prop5139
cpr;100;10;10;2;2;20;34;0,3,4,7,9,11,13,15,17,19-0,3,5,7,8,11,13,15,17,19-0,3,5,7,8,11,13,15,17,19-0,3,4,7,9,11,13,15,16,19-1,3,4,7,8,11,12,15,16,19-0,2,5,7,8,10,13,15,17,19-1,3,4,6,8,10,13,15,17,18-1,2,5,7,8,11,12,15,17,19-0,3,5,6,8,10,13,15,17,18-1,3,5,7,8,10,12,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-9-11-12-14-16-18;;470/prop5247
cpr;100;10;10;2;2;20;31;0,2,5,6,9,11,13,15,16,19-1,2,4,7,8,10,13,14,17,18-0,3,5,6,8,11,12,15,16,18-0,2,5,7,8,10,13,15,16,18-1,2,4,7,8,11,12,14,16,18-0,2,5,7,8,11,13,15,16,18-0,2,5,6,9,10,12,15,16,19-1,3,4,7,8,11,13,15,16,18-0,2,5,7,8,10,13,15,17,18-0,3,5,6,8,11,12,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-9-11-12-14-17-19;;470/prop5296
cpr;100;10;10;2;2;20;31;0,2,4,6,8,11,12,14,16,18-0,2,5,7,9,11,12,14,16,18-1,3,4,7,8,11,12,14,16,19-0,2,5,7,9,10,13,14,16,18-1,2,5,6,8,11,13,15,16,19-0,2,5,6,8,11,12,15,16,18-1,2,5,6,8,11,13,14,16,19-0,2,5,7,9,11,12,14,16,18-0,2,4,6,8,11,13,15,16,19-0,2,4,6,8,11,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-9-10-12-15-17-19;;470/prop5314
cpr;100;10;10;2;2;20;34;1,3,4,7,9,11,13,14,17,19-0,2,5,6,8,10,12,14,17,18-1,3,5,6,9,11,12,15,17,19-0,2,4,7,8,10,12,14,17,18-0,2,4,7,8,11,12,14,16,18-1,2,4,6,9,11,12,14,17,19-1,3,5,6,9,11,12,15,17,18-0,2,5,6,8,10,12,14,17,19-1,3,5,6,9,10,12,14,17,18-0,2,4,6,9,10,12,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-7-8-11-13-15-16-19;;470/prop5322
cpr;100;10;10;2;2;20;33;1,3,5,6,8,11,12,14,16,18-0,3,4,6,8,10,12,15,17,18-0,2,4,6,8,10,12,14,16,18-0,3,5,6,8,11,12,14,17,19-0,3,4,6,8,11,12,14,17,19-0,2,5,6,8,10,12,14,16,18-1,3,4,6,8,11,12,14,17,18-0,2,5,6,8,10,12,14,17,18-1,2,4,7,9,11,13,15,17,19-0,2,4,6,8,11,13,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-9-10-13-15-17-19;;470/prop5417
cpr;100;10;10;2;2;20;31;0,2,4,7,8,11,13,14,17,19-0,3,5,6,8,10,12,15,16,18-0,2,4,7,9,10,13,15,16,19-0,2,4,6,8,11,12,14,16,19-0,2,4,6,8,11,13,15,16,18-0,2,5,6,8,10,13,14,17,18-0,3,5,6,8,11,13,14,16,18-0,3,4,6,8,10,12,14,17,19-0,2,4,6,8,11,13,14,17,18-0,2,5,7,8,11,12,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-9-10-12-15-17-19;;470/prop5449
cpr;100;10;10;2;2;20;33;1,2,4,6,8,11,13,15,17,19-1,2,4,7,8,11,13,15,17,19-1,3,5,6,8,11,13,14,17,19-0,2,4,7,8,10,13,15,17,18-0,2,5,6,9,11,13,15,16,19-1,2,4,7,9,11,13,15,17,19-0,2,5,6,8,11,12,15,17,18-1,2,5,6,8,10,12,15,17,18-1,2,5,7,8,11,13,15,17,18-1,2,4,6,9,10,13,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-6-9-11-12-14-16-18;;470/prop5462
cpr;100;10;10;2;2;20;33;1,3,4,7,8,11,12,15,17,18-1,3,5,7,8,10,13,14,16,19-1,3,5,7,9,11,13,15,16,19-1,2,5,7,8,11,12,15,17,19-1,2,4,7,8,11,13,15,17,18-1,2,5,7,8,10,13,14,17,19-1,3,4,7,8,11,12,14,16,18-0,2,5,6,8,11,12,15,17,18-1,2,5,6,8,11,12,15,17,18-1,3,5,6,9,10,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-6-9-10-12-14-16-19;;470/prop5481
cpr;100;10;10;2;2;20;34;0,2,5,6,8,10,12,14,17,18-1,3,5,6,8,10,13,14,17,19-0,2,4,7,8,10,13,15,16,18-0,3,4,7,8,10,12,14,17,19-1,2,4,6,8,10,13,14,17,19-1,2,5,6,8,11,13,15,17,19-1,3,4,6,8,10,12,14,16,19-0,3,5,6,8,11,12,14,16,19-0,2,5,6,9,11,13,15,16,18-0,2,5,7,8,10,12,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-7-9-11-13-15-16-18;;470/prop5491
cpr;100;10;10;2;2;20;33;0,2,4,6,9,11,13,14,16,19-0,2,5,7,8,11,12,14,17,18-0,2,4,7,9,10,12,14,16,18-1,3,5,7,9,11,12,14,17,19-0,3,5,7,9,10,12,15,17,19-1,3,5,7,8,11,12,14,17,18-1,3,5,7,8,11,13,14,17,18-0,3,5,6,9,10,12,14,17,19-0,3,5,7,8,10,12,15,17,19-1,3,5,7,9,10,12,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-6-8-11-13-15-16-18;;470/prop5504
cpr;100;10;10;2;2;20;33;0,2,5,6,8,10,13,15,17,19-1,2,5,6,8,11,12,15,17,18-1,2,5,6,8,10,12,14,16,18-1,2,5,6,8,11,12,15,17,19-0,2,5,6,8,11,13,14,16,19-1,3,4,7,9,10,12,14,17,18-0,2,5,6,8,11,13,15,16,19-1,2,5,6,8,11,12,14,17,19-0,3,5,6,9,11,12,14,16,18-1,3,5,6,8,11,12,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-7-9-10-13-15-16-18;;470/prop5524
cpr;100;10;10;2;2;20;30;0,3,5,6,8,11,13,15,17,19-1,3,5,7,9,11,12,15,16,19-0,3,4,7,9,10,13,15,17,19-0,3,5,7,9,11,12,14,16,19-0,3,4,7,9,11,12,14,16,19-1,3,4,6,8,10,12,15,17,19-0,3,4,7,8,11,12,15,17,19-0,2,4,6,8,11,12,15,17,18-0,3,4,7,8,10,13,15,17,19-0,2,4,7,9,10,12,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-6-8-11-13-14-16-18;;470/prop5527
cpr;100;10;10;2;2;20;32;0,2,5,7,8,11,13,15,17,18-0,2,4,7,8,10,12,15,16,19-0,3,4,6,8,10,13,14,17,18-1,2,5,6,9,10,13,15,17,19-1,2,5,6,9,11,12,14,17,18-0,3,4,6,8,11,13,15,16,18-0,2,4,7,8,11,12,14,17,18-1,2,5,6,8,10,13,15,17,18-0,2,4,6,8,10,13,15,17,18-1,2,5,6,8,10,13,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-7-9-10-12-14-16-19;;470/prop5546
cpr;100;10;10;2;2;20;34;1,3,4,7,8,10,12,14,16,18-0,3,4,7,8,10,12,14,16,19-1,2,5,6,8,11,13,14,16,18-1,3,4,7,8,11,12,14,16,18-0,3,5,7,8,11,12,15,16,19-0,2,5,7,8,11,13,15,17,19-1,2,5,6,8,11,12,14,16,18-0,2,5,6,8,11,12,14,16,19-0,2,4,6,9,10,12,14,16,18-0,3,5,7,8,10,13,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-9-10-13-15-17-19;;470/prop5547
cpr;100;10;10;2;2;20;34;0,2,4,6,8,11,12,14,16,18-1,2,5,7,8,11,13,14,16,19-1,2,5,6,8,10,13,15,17,18-1,2,4,7,9,10,12,14,16,18-0,3,5,7,8,11,13,15,16,18-1,3,4,6,8,10,12,14,17,18-1,3,5,7,8,10,12,15,16,19-1,3,4,6,8,11,12,14,16,18-1,3,4,7,8,10,12,14,16,18-0,3,4,6,9,11,12,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-6-9-10-13-15-17-19;;470/prop5549
cpr;100;10;10;2;2;20;32;0,3,5,7,9,10,12,14,17,19-1,3,4,6,9,11,13,15,16,18-0,3,5,7,9,10,13,15,16,18-0,2,5,7,9,10,12,15,17,18-0,3,5,7,9,10,12,14,17,19-0,2,5,7,9,11,12,15,17,19-1,3,5,6,8,10,12,14,17,19-0,3,5,7,9,10,12,15,17,18-1,3,4,6,9,11,12,14,17,19-1,3,4,6,9,10,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-4-6-8-11-13-14-16-18;;470/prop5559
cpr;100;10;10;2;2;20;34;1,3,5,6,9,11,12,15,17,18-0,3,5,7,9,11,12,14,16,18-0,2,5,6,8,11,13,15,16,18-0,3,4,7,8,11,12,14,16,19-0,3,5,6,9,11,12,15,17,18-0,2,4,7,8,11,13,15,16,18-1,2,5,7,8,10,13,14,16,19-0,2,4,7,9,11,12,14,16,18-0,3,5,7,8,11,12,14,16,18-1,2,5,6,9,11,12,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-8-10-13-14-17-19;;470/prop5585
cpr;100;10;10;2;2;20;31;1,3,5,7,9,10,12,14,16,19-1,3,5,6,9,11,13,14,17,18-1,3,5,7,9,11,12,14,17,19-0,3,5,7,9,11,13,14,17,19-1,2,5,7,9,11,13,14,16,19-0,2,4,7,8,10,12,15,17,18-0,3,4,7,9,11,13,15,16,19-1,3,5,7,8,11,12,14,17,18-0,2,5,6,9,10,12,15,17,18-1,3,5,7,9,11,13,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-6-8-10-13-15-16-18;;470/prop5592
cpr;100;10;10;2;2;20;32;1,3,4,7,9,10,12,15,16,19-0,2,4,7,9,11,12,15,16,19-1,2,4,6,8,11,13,14,16,19-1,2,5,6,8,11,12,14,16,19-1,2,5,7,9,11,12,14,16,19-0,2,5,7,9,11,12,15,16,19-1,2,5,7,9,11,13,15,16,19-1,2,4,7,8,11,12,15,17,19-1,3,4,7,9,11,12,14,17,19-0,3,5,6,9,11,13,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-6-8-10-13-14-16-18;;470/prop5608
cpr;100;10;10;2;2;20;34;1,3,4,7,8,10,13,14,16,19-1,2,5,7,8,10,12,15,16,19-1,3,4,6,8,11,12,15,17,19-0,2,4,7,8,10,12,14,16,18-0,2,4,6,8,10,12,14,16,18-1,3,4,6,8,10,13,14,16,19-0,2,4,6,8,10,12,15,17,18-0,2,4,7,9,10,12,15,16,19-1,2,5,7,8,10,13,15,16,18-1,2,5,7,8,10,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-7-9-11-13-14-17-18;;470/prop5625
cpr;100;10;10;2;2;20;33;0,2,5,6,8,10,12,14,16,19-0,2,5,6,8,11,13,15,16,18-1,3,4,7,9,10,12,15,16,19-0,3,5,6,9,10,12,15,16,18-0,3,5,6,8,10,12,15,16,19-1,2,4,7,9,10,13,15,17,19-0,2,5,6,8,10,12,14,16,19-0,2,5,6,8,10,13,15,16,19-0,2,5,6,8,10,13,15,16,19-1,2,4,6,8,11,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-7-9-10-13-14-17-18;;470/prop5631
cpr;100;10;10;2;2;20;33;0,2,4,7,9,11,12,15,17,19-0,2,4,7,9,11,13,15,16,19-1,3,4,7,8,11,13,14,17,19-0,2,5,6,9,11,13,15,16,18-0,2,4,6,9,10,13,15,16,19-1,2,4,7,9,11,12,15,17,19-0,2,4,6,9,11,13,14,17,18-0,2,5,6,9,10,13,15,16,19-1,2,5,6,8,10,13,15,17,19-1,2,4,6,9,11,12,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-8-11-12-14-16-18;;470/prop5635
cpr;100;10;10;2;2;20;32;0,3,5,7,8,11,13,15,17,19-0,2,5,6,8,11,13,14,17,19-1,3,4,6,9,10,13,15,17,19-0,2,4,7,8,11,13,14,17,19-0,3,4,7,8,11,13,14,16,19-0,3,5,7,8,11,13,14,17,19-0,3,5,6,8,11,13,15,17,18-1,2,5,6,9,10,12,15,17,19-1,3,5,7,8,11,12,14,17,19-1,3,4,7,9,11,13,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-6-9-10-12-15-16-18;;470/prop5644
cpr;100;10;10;2;2;20;34;0,3,5,6,8,11,12,14,16,18-0,2,4,6,9,10,13,14,16,19-1,2,5,7,8,11,12,14,16,19-1,3,4,6,8,10,13,14,17,18-1,3,4,6,8,10,13,14,16,18-0,3,5,7,8,11,12,14,16,18-1,3,4,7,8,11,12,15,16,18-1,3,5,7,8,10,12,15,16,18-1,2,4,6,8,10,13,15,16,18-0,3,4,6,8,10,12,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-6-9-11-13-15-17-19;;470/prop5648
cpr;100;10;10;2;2;20;33;1,3,4,7,9,11,12,14,17,18-1,2,4,6,9,11,12,14,16,19-1,2,5,7,9,11,12,15,16,19-0,3,4,6,9,10,12,14,17,19-1,2,5,7,9,11,12,14,16,19-1,2,4,7,9,10,12,14,16,19-1,3,4,6,8,10,12,14,16,19-0,3,4,7,8,11,12,14,17,18-0,3,5,7,8,11,12,14,16,19-0,2,5,6,9,10,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-6-8-10-13-15-17-18;;470/prop5688
cpr;100;10;10;2;2;20;34;0,3,4,6,8,11,13,15,16,19-0,2,5,6,8,11,12,15,17,19-0,3,5,7,8,10,12,15,17,19-1,2,4,7,8,10,12,15,16,19-0,2,4,6,8,11,13,15,16,19-1,2,5,6,8,10,12,15,17,18-1,2,5,7,8,11,13,14,17,19-0,2,4,6,8,11,13,15,17,18-1,3,4,6,8,10,12,14,16,19-1,3,4,6,8,11,12,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-9-10-13-14-17-18;;470/prop5690
cpr;100;10;10;2;2;20;33;0,3,4,6,9,10,13,15,16,18-0,3,5,6,8,11,13,15,16,18-1,3,4,6,9,11,12,15,17,19-0,2,4,6,8,11,12,15,16,19-0,3,4,6,9,11,12,15,16,18-0,3,4,6,8,11,13,15,16,18-0,3,5,6,9,11,12,14,16,19-1,2,5,7,9,11,13,14,16,18-0,3,4,6,9,11,12,15,16,19-1,2,5,7,8,11,13,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-9-10-12-14-17-18;;470/prop5718
cpr;100;10;10;2;2;20;33;1,3,4,6,9,11,12,14,16,19-0,3,4,7,9,11,13,15,17,19-0,3,4,7,8,10,12,14,16,19-1,3,4,6,8,11,13,14,17,19-1,3,5,6,8,11,12,14,16,19-1,3,5,7,9,11,13,14,16,18-0,3,4,6,9,11,12,15,17,19-0,3,4,7,9,10,12,15,16,19-1,2,5,7,9,11,13,14,16,19-1,3,5,6,8,10,12,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-6-8-10-13-15-17-18;;470/prop5743
