TYPEG;VARIANCE;NB_OBJ;NB_SRC;NB_FL;NB_FU;NBF;TRUST;SF;OF;TRUTH;INTERVAL:30-34/35-39/40-44/45-49/50-54/55-59/60-64/65-69/70-74/75-79/;PRP_55-55_AGENDAG_10_distrib
cpr;100;10;11;2;2;20;34;0,3,4,6,9,11,12,15,17,19-0,3,4,6,9,11,12,15,17,19-0,3,4,6,8,11,12,15,17,19-0,3,4,7,9,11,12,15,17,19-1,3,5,6,9,11,13,15,17,18-0,3,4,7,8,11,12,15,17,19-1,3,4,6,8,10,13,15,17,18-0,2,4,6,8,11,12,14,17,19-1,3,4,7,9,10,12,14,17,19-1,3,5,7,8,11,13,15,17,19-1,2,4,6,9,10,13,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-8-10-13-14-16-19;;563/prop4937
cpr;100;10;11;2;2;20;34;1,2,5,7,9,11,12,15,17,18-1,2,5,7,9,11,13,15,17,19-1,2,5,7,9,10,13,15,16,18-1,2,4,7,9,10,13,15,17,18-1,2,5,6,9,11,12,15,17,19-1,2,4,7,9,10,13,15,16,18-1,2,4,6,9,11,12,14,17,18-1,2,4,6,8,11,13,15,16,18-1,2,5,6,9,11,12,14,16,19-0,2,5,7,8,10,12,14,17,19-0,2,4,6,9,11,12,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-6-8-10-12-14-16-19;;563/prop4938
cpr;100;10;11;2;2;20;34;1,2,5,6,9,11,12,15,17,18-1,2,5,6,9,11,12,15,17,18-1,2,5,6,9,11,12,15,17,19-1,3,5,6,9,10,12,14,17,18-0,2,5,6,9,11,12,15,17,19-1,2,5,6,9,11,12,15,16,19-1,3,4,6,9,11,13,14,16,18-1,3,4,7,9,11,12,14,16,18-1,2,4,6,8,11,12,15,16,19-0,2,4,7,9,10,12,15,17,19-0,3,4,7,9,11,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-7-8-10-13-15-16-19;;563/prop4939
cpr;100;10;11;2;2;20;34;0,3,5,7,9,10,13,14,17,19-0,3,5,7,9,10,13,14,17,19-0,2,5,7,9,10,12,14,17,18-0,2,5,7,9,10,12,14,17,18-0,3,5,7,8,10,12,15,17,18-0,3,5,7,9,10,13,14,16,18-1,3,5,7,8,10,13,15,17,19-1,3,5,7,8,10,13,14,16,19-0,3,4,7,8,11,12,15,17,18-1,3,4,7,9,10,13,15,16,18-0,2,4,7,8,11,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-4-6-8-11-13-15-16-18;;563/prop4940
cpr;100;10;11;2;2;20;34;1,2,4,6,9,11,13,14,17,19-1,3,4,6,9,11,13,14,17,18-1,2,4,6,9,10,13,14,17,19-0,2,4,7,9,11,13,14,17,18-1,3,4,6,8,11,13,14,16,18-0,2,4,6,9,11,13,14,16,19-1,3,4,7,9,10,12,14,17,18-0,2,4,6,8,10,13,14,17,19-0,2,4,7,9,11,12,15,16,18-0,2,5,6,8,11,13,15,16,19-1,2,4,7,8,11,12,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-7-8-10-12-15-16-19;;563/prop4941
cpr;100;10;11;2;2;20;34;0,3,5,7,8,10,12,15,17,19-0,3,5,7,8,10,12,15,17,19-0,3,5,7,9,11,12,15,17,18-0,3,5,7,8,10,12,15,16,19-0,3,5,7,8,11,13,14,16,19-1,3,5,7,9,11,12,14,17,19-0,3,5,6,9,11,13,15,17,18-0,2,5,7,8,10,13,15,16,19-1,3,5,6,8,11,12,14,16,18-1,3,5,6,8,11,13,14,16,18-1,2,4,6,8,11,13,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-4-6-9-10-13-14-16-18;;563/prop4942
cpr;100;10;11;2;2;20;34;0,2,4,6,9,10,12,15,17,18-0,2,4,7,9,10,12,15,17,19-0,3,4,7,8,10,12,15,17,18-0,2,4,7,9,10,12,14,17,19-0,2,4,7,9,11,13,14,17,18-0,2,4,6,8,10,12,14,17,18-1,2,4,7,9,11,12,15,16,19-0,2,5,6,8,10,12,14,17,18-1,3,5,6,9,11,12,15,17,18-0,3,5,6,8,11,12,14,17,18-1,2,4,7,8,10,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-6-8-11-13-14-16-19;;563/prop4943
cpr;100;10;11;2;2;20;34;1,3,5,6,9,11,12,14,16,19-1,3,5,6,9,11,13,14,16,18-1,3,5,6,8,11,12,14,16,19-1,3,5,6,9,10,13,14,16,18-1,3,5,6,9,10,13,14,17,18-0,3,5,6,8,11,12,15,16,18-1,3,5,6,8,11,13,14,17,19-0,3,5,6,8,10,12,15,16,18-0,3,4,7,9,10,12,15,16,18-0,3,4,7,8,11,12,14,17,19-1,3,5,7,8,11,13,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-7-8-10-13-15-17-19;;563/prop4944
cpr;100;10;11;2;2;20;34;1,3,4,6,8,10,13,15,16,18-1,3,4,6,8,10,13,15,16,18-1,3,4,6,9,10,13,15,16,18-0,3,4,7,9,10,13,15,16,18-0,3,4,7,8,10,12,15,16,19-0,3,4,6,8,10,12,15,16,18-0,2,4,7,8,10,12,15,16,19-0,3,5,6,8,11,13,15,16,18-0,3,5,7,9,11,13,14,16,18-1,2,5,6,9,10,12,15,17,18-0,3,4,6,9,11,12,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-6-9-11-12-14-17-19;;563/prop4945
cpr;100;10;11;2;2;20;34;1,2,5,6,8,10,13,15,16,19-1,2,5,6,9,10,13,15,16,18-1,2,5,6,8,11,13,15,16,19-1,2,5,6,9,10,12,15,16,18-1,3,5,6,8,10,12,14,16,18-1,3,5,6,8,11,12,15,16,18-0,3,5,6,9,10,13,15,17,18-1,3,5,7,8,10,12,15,16,19-0,3,5,6,8,11,13,15,17,19-0,2,4,6,9,10,12,14,16,19-0,3,5,6,9,11,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-7-9-11-12-14-17-19;;563/prop4946
cpr;100;10;11;2;2;20;34;0,3,5,7,9,10,12,14,17,19-0,2,4,7,9,10,12,14,17,19-0,3,5,7,9,11,12,14,17,19-0,3,5,7,9,10,12,14,17,18-0,3,5,7,9,10,12,15,17,18-0,2,4,7,9,10,12,15,17,18-0,3,4,7,9,11,12,14,17,18-0,2,4,7,8,11,12,14,17,18-1,3,5,7,9,11,13,14,16,19-1,3,4,7,9,10,13,14,16,18-1,3,5,6,9,11,12,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-8-11-13-15-16-18;;563/prop4947
cpr;100;10;11;2;2;20;34;0,3,4,7,8,10,13,15,17,18-0,2,4,7,8,10,13,15,16,18-0,3,4,7,9,10,12,15,16,18-0,3,5,7,8,10,13,15,17,18-0,3,4,6,8,10,12,15,16,19-0,3,4,7,8,10,12,15,17,19-0,3,5,6,8,10,12,15,16,19-0,3,5,7,9,10,13,14,17,18-0,3,5,6,8,11,13,15,17,19-1,3,4,7,9,11,12,14,17,18-1,2,5,7,9,10,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-6-9-11-12-14-17-19;;563/prop4948
cpr;100;10;11;2;2;20;34;0,2,5,7,9,10,12,14,16,18-0,2,5,7,9,10,13,15,16,18-0,2,4,7,9,10,12,15,16,19-0,2,5,7,9,10,13,14,16,18-0,3,4,7,9,10,12,14,16,18-0,2,5,6,9,10,12,14,17,18-1,3,5,6,9,10,12,15,17,18-0,2,4,7,8,10,12,14,17,18-0,3,5,7,9,10,13,14,17,19-0,3,5,6,9,11,13,14,16,19-1,3,4,6,9,11,12,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-8-11-13-14-17-19;;563/prop4949
cpr;100;10;11;2;2;20;34;1,2,5,6,8,11,12,14,16,18-1,2,5,6,9,11,13,14,16,18-1,2,5,6,8,10,12,14,16,18-1,2,5,6,9,10,12,14,16,19-1,3,5,6,9,10,12,15,16,18-1,2,5,6,9,10,13,14,16,19-1,2,5,7,8,11,12,15,16,19-0,2,4,6,9,10,12,14,16,19-1,3,4,6,8,10,12,15,16,18-1,2,4,7,8,10,12,15,16,19-1,3,5,6,8,10,13,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-7-8-10-13-15-17-19;;563/prop4950
cpr;100;10;11;2;2;20;34;1,2,5,7,8,11,12,14,17,19-1,2,5,7,8,10,12,14,16,19-1,3,5,7,8,11,12,14,17,19-1,3,5,6,8,10,12,14,17,19-1,3,5,7,9,10,13,14,17,19-0,3,4,7,8,10,12,14,17,19-1,3,5,7,9,11,12,14,16,19-1,3,4,6,8,10,12,15,17,19-0,3,5,6,9,10,12,14,16,19-0,3,4,6,8,11,12,14,16,19-1,2,4,6,9,10,12,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-6-9-11-13-15-16-18;;563/prop4951
cpr;100;10;11;2;2;20;34;0,2,4,6,9,11,13,15,16,18-0,2,4,6,9,11,13,15,16,18-0,2,4,6,9,11,13,15,17,18-0,2,4,6,9,11,12,15,16,18-0,3,4,6,9,10,13,15,16,18-0,2,5,6,9,11,13,14,16,18-0,3,4,6,9,11,13,14,16,19-0,2,5,6,9,11,13,14,16,19-1,3,4,6,8,10,12,15,17,18-0,2,4,6,9,10,12,14,17,19-0,2,5,7,8,11,12,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-9-10-12-14-17-19;;563/prop4952
cpr;100;10;11;2;2;20;34;1,2,5,7,9,10,12,14,17,18-1,2,5,7,9,10,12,14,17,18-1,2,4,7,9,10,12,14,17,18-1,2,5,7,9,11,12,14,17,18-0,3,5,6,9,10,13,14,17,18-0,3,4,7,8,10,12,14,17,18-1,2,4,7,9,11,12,14,17,19-0,3,5,6,8,10,12,14,16,18-0,3,4,7,8,11,12,14,16,18-1,2,5,6,9,11,13,14,16,19-1,3,4,6,9,11,12,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-6-8-11-13-15-16-19;;563/prop4953
cpr;100;10;11;2;2;20;34;0,2,4,6,9,10,12,14,17,19-0,2,4,6,9,10,12,14,17,19-0,3,5,6,9,10,12,14,17,18-0,3,4,7,9,10,12,14,16,19-0,2,4,7,8,10,12,14,17,19-0,3,4,6,8,11,12,14,16,19-0,2,4,6,8,10,12,15,17,18-0,3,5,7,9,10,13,14,16,19-1,3,5,6,9,10,13,15,16,19-1,2,4,6,8,11,12,15,16,19-0,2,4,6,8,11,13,15,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-8-11-13-15-16-18;;563/prop4954
cpr;100;10;11;2;2;20;34;0,2,4,6,9,10,12,14,16,19-0,2,4,7,9,10,12,14,17,19-0,2,4,7,9,11,13,14,16,19-0,2,4,7,9,10,12,15,17,19-0,3,4,7,8,10,12,14,17,19-1,2,4,6,9,10,12,14,16,18-0,3,4,7,9,11,12,15,17,19-1,3,5,7,8,10,12,14,16,19-0,3,5,6,8,10,13,14,16,19-0,3,5,7,9,11,12,15,17,18-0,3,5,6,8,11,13,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-6-8-11-13-15-17-18;;563/prop4927
cpr;100;10;11;2;2;20;34;0,3,5,6,8,10,12,14,16,19-0,3,4,6,9,10,12,14,16,19-1,2,5,6,9,10,12,14,16,19-0,3,5,7,8,10,12,14,16,19-1,3,5,6,9,11,12,14,16,18-1,2,5,6,9,10,13,14,16,19-1,2,5,7,9,10,12,14,16,18-0,3,5,6,9,11,13,15,17,19-0,3,4,6,9,11,13,15,17,19-1,2,5,6,8,11,12,14,17,18-0,2,5,6,8,11,13,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-4-7-8-11-13-15-17-18;;563/prop4955
cpr;100;10;11;2;2;20;34;0,3,5,6,9,10,13,15,17,18-0,3,5,6,9,10,13,15,17,18-0,3,5,6,8,10,13,15,17,18-1,2,5,6,9,10,13,15,17,19-0,2,5,6,9,10,13,14,16,19-0,2,4,7,9,10,13,15,16,18-0,3,5,6,8,11,13,14,17,18-1,3,5,6,9,10,12,14,17,18-1,3,5,6,9,11,12,15,17,19-1,2,4,7,9,10,12,15,16,19-0,3,5,6,8,11,12,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-7-8-11-12-14-16-19;;563/prop4926
cpr;100;10;11;2;2;20;34;0,2,5,7,9,11,12,15,16,18-1,2,4,7,9,11,12,15,16,18-1,2,5,7,9,11,12,15,16,18-0,2,4,7,9,11,13,14,16,18-0,2,5,7,9,11,13,14,16,18-0,2,4,6,9,10,13,15,16,18-0,3,4,7,9,10,13,15,17,18-1,3,5,7,8,11,12,15,16,18-1,3,5,7,8,11,12,14,16,18-0,2,5,6,8,10,13,15,17,18-0,3,5,7,8,10,12,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-6-8-10-13-14-17-19;;563/prop4924
cpr;100;10;11;2;2;20;34;1,2,5,7,8,10,12,14,17,18-1,2,5,7,8,11,12,14,16,18-1,2,5,6,8,11,12,14,17,19-1,2,4,6,8,11,12,14,17,18-1,3,5,6,8,11,12,14,17,19-1,2,5,6,8,11,12,14,16,19-1,2,4,6,8,10,12,14,17,19-1,2,5,6,8,10,12,14,16,19-1,2,5,6,9,11,12,15,16,19-0,2,4,6,9,11,12,14,16,19-1,3,5,7,9,10,13,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-4-6-9-10-13-15-16-19;;563/prop4897
cpr;100;10;11;2;2;20;34;1,2,4,6,8,11,13,15,17,19-1,3,4,6,9,11,13,15,17,19-1,2,5,6,9,11,12,15,17,19-1,2,4,6,9,10,13,14,17,19-0,3,4,6,9,11,13,14,17,19-0,2,4,6,8,11,13,14,17,19-0,3,5,6,9,11,13,15,16,19-0,2,4,7,9,11,13,14,17,18-1,3,4,6,8,11,12,14,17,18-1,2,5,7,9,10,12,15,16,18-0,3,4,6,8,10,13,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-3-5-7-8-10-12-14-16-18;;563/prop4898
cpr;100;10;11;2;2;20;34;1,3,5,6,8,11,12,14,17,18-1,3,5,6,8,11,12,15,17,19-1,3,5,6,9,11,12,15,17,19-1,3,5,6,9,11,13,14,17,19-0,2,5,6,8,10,12,14,17,19-1,2,5,6,9,11,13,14,17,19-1,2,4,6,9,10,12,14,17,19-0,2,5,6,9,11,12,14,16,19-0,2,4,6,9,11,12,14,17,18-0,2,4,6,9,10,13,14,17,19-0,2,4,6,8,10,13,14,17,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-4-7-9-10-13-15-16-18;;563/prop4899
cpr;100;10;11;2;2;20;34;0,2,4,6,8,10,12,14,17,19-0,2,4,7,8,10,13,14,17,19-0,2,4,7,9,10,12,15,17,19-0,2,4,7,8,10,13,15,17,19-0,2,4,6,8,10,13,14,17,18-1,2,4,7,8,10,13,14,16,19-1,2,4,7,8,11,13,14,16,19-0,3,4,6,8,10,13,15,17,19-1,2,4,7,9,10,12,15,16,18-1,2,5,6,9,11,13,14,17,19-1,3,4,7,8,11,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-6-9-11-13-15-16-18;;563/prop4900
cpr;100;10;11;2;2;20;34;0,2,4,6,9,11,13,14,17,19-0,3,4,6,9,11,13,15,17,19-0,3,4,6,9,11,12,14,17,18-0,3,4,7,9,10,13,14,17,19-0,3,4,7,9,11,13,15,17,18-1,3,5,6,9,11,12,14,17,19-1,2,5,6,9,11,13,14,16,19-1,3,5,6,9,11,12,14,16,19-0,3,4,7,8,10,12,14,17,18-1,3,5,6,8,10,12,15,17,19-1,2,5,7,9,11,12,14,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-8-10-12-15-16-18;;563/prop4901
cpr;100;10;11;2;2;20;34;0,3,4,6,8,10,13,15,17,18-0,3,4,6,9,10,13,15,16,18-0,3,4,6,8,10,13,15,16,18-0,3,5,6,8,10,13,15,17,18-0,2,4,6,9,10,12,14,17,18-0,2,4,6,9,11,13,15,16,18-0,3,5,6,8,11,13,15,16,18-1,3,4,6,8,11,13,15,16,18-0,2,5,7,9,11,13,15,17,19-1,2,5,7,8,10,13,14,17,18-1,2,5,6,9,11,13,15,16,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-8-11-12-14-16-19;;563/prop4902
cpr;100;10;11;2;2;20;34;0,2,5,6,9,11,13,14,17,19-0,2,5,6,9,11,13,15,16,19-0,2,5,7,9,11,13,15,16,19-0,2,5,7,9,11,13,14,17,19-1,3,5,6,9,10,13,14,16,19-1,3,5,6,9,11,13,14,17,19-1,2,5,7,9,10,13,15,16,19-0,2,5,6,9,10,12,14,17,18-0,3,4,7,8,11,13,15,16,19-1,3,5,7,8,10,13,15,16,19-1,3,4,6,8,10,13,14,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-4-7-8-10-12-15-17-18;;563/prop4903
cpr;100;10;11;2;2;20;34;1,3,4,6,8,11,13,15,16,18-1,3,4,6,8,11,13,15,16,18-1,3,4,6,8,11,12,15,16,18-1,3,5,6,8,11,13,15,16,18-0,2,4,6,9,11,13,15,17,18-0,3,5,6,9,11,12,15,16,18-1,3,4,7,9,10,13,15,16,18-1,3,5,7,8,11,13,14,16,18-0,2,4,7,8,10,12,15,16,19-0,2,5,7,9,11,13,15,17,19-1,3,4,7,8,10,12,15,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-7-9-10-12-14-17-19;;563/prop4904
cpr;100;10;11;2;2;20;34;0,3,4,6,8,11,13,15,17,19-1,3,4,6,9,11,13,15,17,19-1,3,4,6,8,11,13,15,16,18-1,3,4,7,8,11,13,15,17,18-1,3,5,7,9,11,13,15,17,19-1,3,4,7,8,11,13,14,17,18-0,2,5,6,8,11,13,15,17,18-0,3,5,7,8,11,13,14,17,19-1,3,4,7,8,10,12,14,16,19-0,3,5,7,8,11,13,14,16,18-0,3,4,7,9,10,12,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-7-9-10-12-14-16-18;;563/prop4905
cpr;100;10;11;2;2;20;34;0,2,5,6,8,11,13,14,16,18-0,2,5,6,8,11,13,14,16,18-1,2,4,6,8,11,13,14,16,19-0,3,5,6,8,11,13,14,16,18-0,2,5,6,9,11,13,14,17,18-0,2,5,6,8,11,13,15,17,18-0,3,5,6,8,11,13,14,17,19-1,3,5,6,8,11,12,14,16,18-0,3,4,6,9,11,12,15,17,18-1,3,5,6,8,10,12,14,16,19-1,3,4,7,9,11,13,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-3-5-7-9-10-12-15-17-19;;563/prop4906
cpr;100;10;11;2;2;20;34;0,3,5,7,9,11,13,14,16,18-0,3,5,7,9,11,13,14,16,18-1,3,4,7,9,11,13,15,16,18-0,3,4,6,9,11,13,14,16,19-1,3,5,6,9,11,13,14,16,18-0,2,5,7,9,11,13,14,17,18-0,3,4,7,8,11,12,15,16,19-0,3,5,6,9,10,13,15,16,18-1,2,4,7,8,11,12,14,17,18-1,3,5,6,8,10,13,14,16,19-1,2,4,6,8,11,13,14,17,19;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;1-2-5-6-8-10-12-15-17-19;;563/prop4907
cpr;100;10;11;2;2;20;34;1,3,4,6,9,11,12,14,17,18-1,3,4,6,9,10,13,14,17,18-1,3,4,6,9,11,12,15,17,18-1,2,4,6,9,11,12,14,17,18-0,3,5,6,9,11,13,14,16,18-1,2,4,6,9,10,12,14,17,18-1,3,5,6,8,10,12,14,17,18-1,3,5,7,8,10,13,14,17,18-1,3,5,6,9,10,12,15,17,19-1,2,5,7,9,10,12,14,16,18-0,3,5,7,9,11,12,15,16,18;0,1-2,3-4,5-6,7-8,9-10,11-12,13-14,15-16,17-18,19;0-2-5-7-8-10-12-15-16-19;;563/prop4908
